name,address,score,reviews count,province,category,price,discount,services,description images,latitude,longitude
Khách sạn Golden Lotus Grand,"86 Lê Quang Đạo, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,9",2.652,Đà Nẵng,Khách sạn 4 sao,1.013.770 ₫,Ít hơn 16% so với bình thường,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Nhà hàng, Xe đưa đón ra sân bay, Spa, ","https://lh5.googleusercontent.com/p/AF1QipPC_6anysqHIs9QO-zwbkAFD_iHvU97wmBmakLb, https://lh5.googleusercontent.com/p/AF1QipNkUM2lRqSdhaqq5dtqvLtqHtg0Uffz4QyQ1aci, https://lh5.googleusercontent.com/p/AF1QipPlo9z_xgOV3QDTihspOb3ar_iDf19roA721Gtk, https://lh5.googleusercontent.com/p/AF1QipNH1TmOl6G5_VFJT4gF0AXH8E641-LmVgEUaMFv, ",16.04994,108.24532
King House Villa Hotel,"25 Mỹ Khê 1, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,3",327,Đà Nẵng,Khách sạn 3 sao,218.587 ₫,Ít hơn 50% so với bình thường,"Wi-Fi miễn phí, Bữa sáng, Bãi đỗ xe, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Phù hợp với trẻ em, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipMfEjFZcRtaWHn_TwkCuqPzgq_0Oh9gZFZ-erGO, https://lh5.googleusercontent.com/p/AF1QipPgniAbUbUeqGtkvb4y6DkY7B5uDBd3BCjpJ_3T, https://lh5.googleusercontent.com/p/AF1QipMZXIXwgw8027kFBEM1n0EZjevjvGFaiUrE7Zea, https://lh5.googleusercontent.com/p/AF1QipPRA56JXk0Y1o7aUhgaP4g_9V7LrDAZutWPiEXM, ",16.06368,108.23990
Hanami Hotel Danang,"61-63 Hoàng Kế Viêm, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,7",1.523,Đà Nẵng,Khách sạn 3 sao,222.875 ₫,Ít hơn 48% so với bình thường,"Wi-Fi miễn phí, Bữa sáng có tính phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Chấp nhận vật nuôi, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipPIVUgYTLeTD1OJNHPkRk6gBgkn0V43isHPvTpM, https://lh5.googleusercontent.com/p/AF1QipNm_t5Qy2M9mzRHccsf_GGGQQacJE44yiNNGGpD, https://lh5.googleusercontent.com/p/AF1QipP5bWa7TW1u8hOqXaef_FLP_w3kPhnkig7_fMW_, https://lh5.googleusercontent.com/p/AF1QipMf0hf6MAYt0WPYQ7304RFZJugVKsIf0PGMEHOP, ",16.04861,108.24244
Canvas Danang Beach Hotel,"234 Võ Nguyên Giáp, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,8",1.216,Đà Nẵng,Khách sạn 4 sao,838.459 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Dịch vụ phòng, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, ","https://lh5.googleusercontent.com/p/AF1QipMOAYN0YD44JJ6haxrxWcZ6O5wpyTSeT0bcaIpS, https://lh5.googleusercontent.com/p/AF1QipOnvtmXOTvGrrL4GayR_IgdDST7DV_drinAtKx7, https://lh5.googleusercontent.com/p/AF1QipORon73pBgK3W5jc0LalVKNCioQXcBUz-sFQ3QP, https://lh5.googleusercontent.com/p/AF1QipM2fmX6pS_papbKIWNAEjx3qdEuHKPSpcaaUzXO, ",16.06636,108.24505
Sofiana My Khe Hotel & Spa,"56 Trần Bạch Đằng, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,8",781,Đà Nẵng,Khách sạn,443.048 ₫,Ít hơn 25% so với bình thường,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Nhà hàng, Xe đưa đón ra sân bay, Spa, ","https://lh5.googleusercontent.com/p/AF1QipPT9QxTvK6Y-rSDbX-qDnPuRfOOlV6vi0uIbIwp, https://lh5.googleusercontent.com/p/AF1QipNLyJV8pBMG-RtvInNm7_Q2NgK9zNaUEpdhjA1m, https://lh5.googleusercontent.com/p/AF1QipMR1giUz2Nv0Y4ruZndjNhtKlz4jLfXeuQfz5iB, https://lh5.googleusercontent.com/p/AF1QipMvlSXz74xQhUxRWOnUcUjB9tg0I6r0wsgLUewx, ",16.04967,108.24775
Golden Lotus Luxury Hotel Da Nang,"198B Trần Bạch Đằng, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 50000, Việt Nam","4,8",705,Đà Nẵng,Khách sạn,1.017.809 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Dịch vụ phòng, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, ","https://lh5.googleusercontent.com/p/AF1QipN3vC4obPFmcyPqr9utAtLGbEfza_2PEdi1bCz_, https://lh5.googleusercontent.com/p/AF1QipOvuz6fTFPdhXpxu2St7V6r-g-atbEcq3ZAQ6kq, https://lh5.googleusercontent.com/p/AF1QipMY4nbJ6Ugb24lOu0Zr909wPLniBPwlymBzjBG4, https://lh5.googleusercontent.com/p/AF1QipPw1t6gPDx7qQ4lHNt3dRborlAyuk91TsS9TOMk, ",16.05250,108.24663
Premier Village Đà Nẵng Resort,"99 Võ Nguyên Giáp, Street, Ngũ Hành Sơn, Đà Nẵng 055000, Việt Nam","4,7",2.911,Đà Nẵng,Khách sạn 5 sao,10.293.536 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng có tính phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Có đường ra bãi biển, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Bếp trong tất cả các phòng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Trung tâm thể dục, Sân gôn, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipNK4QAXCG0CfXiPv09KVEyD0SfIZxE6eke1jr5s, https://lh5.googleusercontent.com/p/AF1QipMaXJnzeaEWX_-zVd9FElRiZU-ma4u0lAY4MvfZ, https://lh5.googleusercontent.com/p/AF1QipOGZqVLNbKYyJiDBE42Rfo1Or-Pcc2GJft7xyV2, https://lh5.googleusercontent.com/p/AF1QipMSk6aK7GsGc61GFd2sNt4ob07TCMgE-MFGk2NH, ",16.04209,108.25075
Mường Thanh Luxury Đà Nẵng Hotel,"270 Võ Nguyên Giáp, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,4",4.987,Đà Nẵng,Khách sạn 5 sao,1.143.133 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Có đường ra bãi biển, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Quán bar, ","https://lh5.googleusercontent.com/p/AF1QipMZIi49Z9tOS5UCHfJOewDcVZd6AwzXzux7QMAz, https://lh5.googleusercontent.com/p/AF1QipNsG81aM6gHD4j269sMgqbPt5YS029Y8UPKKKuv, https://lh5.googleusercontent.com/p/AF1QipMJSj__NAgflUxv-pERyc8T66Qray4bAkbPzYRa, https://lh5.googleusercontent.com/p/AF1QipMzEsSxHnzOdIBjyuiEJST4vhxRkxB8OiaaWxk1, ",16.05372,108.24736
Lamanga Hotel & Suites,"278 Đ. 2 Tháng 9, Hoà Cường Bắc, Hải Châu, Đà Nẵng 550000, Việt Nam","4,5",141,Đà Nẵng,Khách sạn 3 sao,513.378 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipPAMd4tdVsuBn3iluyY59407Z1HU3A2umUzpwKr, https://lh5.googleusercontent.com/p/AF1QipMY-EM4FFnTXyTeSkDS6nnfJPSO-A52qZcVW0KN, https://lh5.googleusercontent.com/p/AF1QipPgeiaP9IwM0fh2v80Ha1CVq1sptCpYstLYVc7b, https://lh5.googleusercontent.com/p/AF1QipMICRPWHUYhH-QK2iIoXPvJ8rFQCZ8oz_BQyzXM, ",16.04524,108.22252
Bonny Boutique Hotel Da Nang,"01-03 Khuê Mỹ Đông 10, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,5",245,Đà Nẵng,Khách sạn,601.313 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Bếp ở một số phòng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipN7C7-179_GY_gUp1t8bkRWZus-E6XrMP9ZscHa, https://lh5.googleusercontent.com/p/AF1QipOoGCIuYN3mGZ3B-vq6p22aeCimrShZv_pZoio6, https://lh5.googleusercontent.com/p/AF1QipM29Ke_A9y-yR_diF-ivjFqzojgrKt_EVYfc8Su, https://lh5.googleusercontent.com/p/AF1QipNXOskgDS8yN_3a7EJyJzOkWG5LW-8QSHVbM_FM, ",16.03766,108.24600
Mường Thanh Grand Đà Nẵng Hotel,"962 Ng. Quyền, An Hải Bắc, Sơn Trà, Đà Nẵng 50406, Việt Nam","4,6",1.178,Đà Nẵng,Khách sạn 4 sao,728.846 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Dịch vụ phòng, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, ","https://lh5.googleusercontent.com/p/AF1QipN6v4iULoTudbxBiUux2hKwhkL3WlJrMCWrJsni, https://lh5.googleusercontent.com/p/AF1QipPMNt272q3QYy_a-DYceZCVnghz_e9TF9xMCEQ7, https://lh5.googleusercontent.com/p/AF1QipOJBAgnIKfNcJcGiwB1xBKR5oA8-SnA6a0jeM-z, https://lh5.googleusercontent.com/p/AF1QipPeF31T1Xd8npqoYPT3QNrSaNlZ3aPGlBkq2nHw, ",16.06482,108.23308
Menora Grand Hotel,"69-71-73 Đỗ Bí, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng 550000, Việt Nam","3,7",244,Đà Nẵng,Khách sạn 3 sao,397.384 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Chấp nhận vật nuôi, Có đường ra bãi biển, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipNC1sbqUEFbShV7Vixo76KuEyrF2xnDBaHBOZ2F, https://lh5.googleusercontent.com/p/AF1QipNrlcO4DlbB7EgQNhF8y_6FRRR3_lUZzIhYl7gL, https://lh5.googleusercontent.com/p/AF1QipN9SLrhgL-gCohc7XzR5L3yHFTKek7kQp2blq2U, https://lh5.googleusercontent.com/p/AF1QipOsTSuVmIiZXBtLhxj7P8pTQBYkFmIQHX5n7rDY, ",16.05335,108.24604
Khách Sạn Avatar Đà Nẵng,"104 Hoàng Kế Viêm, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,7",408,Đà Nẵng,Khách sạn 4 sao,733.553 ₫,Ít hơn 23% so với bình thường,"Wi-Fi miễn phí, Bữa sáng miễn phí, Bãi đỗ xe, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, ","https://lh5.googleusercontent.com/p/AF1QipNs2dGAl7SWvDX8f4QQURRg4gMvZz1fzbevszkg, https://lh5.googleusercontent.com/p/AF1QipMS64TecyIejlcgn-LldW0bmPKaAanHt1rEAe_q, https://lh5.googleusercontent.com/p/AF1QipNfkBKFnz4b4dojYzliIvDdRlYZehn88ej13zM0, https://lh5.googleusercontent.com/p/AF1QipND9BNHjHKO3Gl_iooolGZ73Lc5saXmmkuDXJFg, ",16.04962,108.24699
Meliá Vinpearl Danang Riverfront,"341 Đ. Trần Hưng Đạo, An Hải Bắc, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,8",7.643,Đà Nẵng,Khách sạn 5 sao,2.019.294 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng có tính phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi trong nhà và ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Quán bar, ","https://lh5.googleusercontent.com/p/AF1QipOAgELar27S0bWD0wFRz_QsIBJh2rt-3pCMozti, https://lh5.googleusercontent.com/p/AF1QipPzOXmWLAn575Hd8aaXJd4-QpT_3BbEcub0DCTK, https://lh5.googleusercontent.com/p/AF1QipOdlmUXmbC6oiWlQWO-BwObkYZicbw3GAI1s3eI, https://lh5.googleusercontent.com/p/AF1QipNy2W-BIbnbkupN31KKeh-NvUSUpZfDqi_aSaNI, ",16.07112,108.22944
Dreams Hotel,"410 Võ Nguyên Giáp, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","3,4",115,Đà Nẵng,Khách sạn 2 sao,Không có giá,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, ","https://lh5.googleusercontent.com/p/AF1QipN9jKGG82x5SNHsf90ZdUh9TYDlkaokP9sYUOKu, https://lh5.googleusercontent.com/p/AF1QipOYphJpjflBc4TEkbfdLMOwwqV_M9EjTmltNgnO, https://lh5.googleusercontent.com/p/AF1QipMDBw37ZZ5Tx0LeRiDpMkRTVp3Keu7UMrI54IMi, https://lh5.googleusercontent.com/p/AF1QipMobOoq1Coe8VyR4LTXMZmDrtcjMM--alT9v-a2, ",16.04217,108.24822
Grand Mercure Danang,"Zone Of The Villas Of Green Island, Lot A1, Hải Châu, Đà Nẵng 550000, Việt Nam","4,7",3.646,Đà Nẵng,Khách sạn 5 sao,1.593.581 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Sân gôn, Quán bar, ","https://lh5.googleusercontent.com/p/AF1QipNCj_aZ1sCrzFx69TPXvzMkN6E06hnm7NKuUmE, https://lh5.googleusercontent.com/p/AF1QipOfWR6vMb8jRxHn9o8lBQLPu3yeOihzokj2vhwX, https://lh5.googleusercontent.com/p/AF1QipPofvH5reoGABYoMI7139HR0rOyNL9hrgsC_gLZ, https://lh5.googleusercontent.com/p/AF1QipMDfXcZ7wBEk7p9so7DZ0Ewq-7QmXn4J3Ck1kVY, ",16.04834,108.22670
Sala Danang Beach Hotel,"36-38 Đ. Lâm Hoành, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,6",2.230,Đà Nẵng,Khách sạn 4 sao,1.017.338 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Quán bar, ","https://lh5.googleusercontent.com/p/AF1QipOWULB1YrP3CntGs1lKAjJ-WVmoMut7TRL5tXZy, https://lh5.googleusercontent.com/p/AF1QipO1wz4bifXQHOuQJwFnGe3hhjsWNQUm_9fivdZH, https://lh5.googleusercontent.com/p/AF1QipNGluv1Sz3i4P1uCc1Hcn91bptFbEl6GVH8lKGr, https://lh5.googleusercontent.com/p/AF1QipP8faDv565jFb70UGA6rqH7LsSorb0f15ffAvjL, ",16.06222,108.24518
Yarra Ocean Suites Danang,"304 Võ Nguyên Giáp, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 50507, Việt Nam","4,8",928,Đà Nẵng,Khách sạn 4 sao,734.312 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipMNQavLlvlP9B1s3mxIub5pRQ16LcxGWQG2Q08O, https://lh5.googleusercontent.com/p/AF1QipOl-6PwwbE-hzEvaPK4XHWsQ7snYDBijlVfTafy, https://lh5.googleusercontent.com/p/AF1QipOB7Y9Z24moeO_xIzQORIS9_PIGN0e3ITllb1-M, https://lh5.googleusercontent.com/p/AF1QipMn9_6HuKuBTSWpL4kza2oHm7HgA_Lfl7vQwBM2, ",16.04886,108.24881
Eden Ocean View Đà Nẵng,"294 Võ Nguyên Giáp, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,1",817,Đà Nẵng,Khách sạn 5 sao,970.662 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi trong nhà, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Bếp trong tất cả các phòng, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Sân gôn, ","https://lh5.googleusercontent.com/p/AF1QipPYaYxaYMOEkKlftI42tLAadOhfQKGXhIbDnHmU, https://lh5.googleusercontent.com/p/AF1QipOSgOIt0FLUdO1JrL21nh8bUDqrdOSswmMosmK7, https://lh5.googleusercontent.com/p/AF1QipOJHqu_oBSOPllVCXP8awkcRK7oXKsOzaHYdVWc, https://lh5.googleusercontent.com/p/AF1QipNPQDVCA9yCuWmPt-4pNYOxIPVP-gADH-MWa4Hx, ",16.05096,108.24833
TMS Hotel Da Nang Beach,"292 Võ Nguyên Giáp, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,6",1.760,Đà Nẵng,Khách sạn 5 sao,1.542.991 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Dịch vụ phòng, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, Spa, Trung tâm thể dục, Quán bar, ","https://lh5.googleusercontent.com/p/AF1QipNN-W-FCDkNlaekaMLov9GZC_BEIc2SzcCE4DQE, https://lh5.googleusercontent.com/p/AF1QipNlLA5ecm-8DnZ9t9dP9cRNt27BRtvrTr1sx6ku, https://lh5.googleusercontent.com/p/AF1QipM3zIV9CdBlvf9YO3_7ZQ_ATm03hL9cc2xHo3DN, https://lh5.googleusercontent.com/p/AF1QipOzvBNGtOyoPBsiYlOSGZbJsGFowTDPhUeyEPlJ, ",16.05115,108.24829
Vanda Hotel,"3 Đ. Nguyễn Văn Linh, Bình Hiên, Hải Châu, Đà Nẵng 550000, Việt Nam","4,4",2.164,Đà Nẵng,Khách sạn 4 sao,1.103.293 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi trong nhà, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Quán bar, ","https://lh5.googleusercontent.com/p/AF1QipNKHhd0p2dp-IQDfuwjHqkE6xfYGawMV52DIPY, https://lh5.googleusercontent.com/p/AF1QipPUeBl7FlD71KVWtF9q0b_Ji7E8D4XjG_Sb1knh, https://lh5.googleusercontent.com/p/AF1QipNieQzKTWXzi69hxKCNVsqzjfEIb_ZKSo22iP-5, https://lh5.googleusercontent.com/p/AF1QipPmls1QbBhkDvifE2RL_m6wFAEMdPXd6LII0pA, ",16.06066,108.22252
Monalisa Luxury Hotel,"198 Trần Bạch Đằng, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,5",113,Đà Nẵng,Khách sạn,556.489 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipNqyyewCLuWP-PeTyj0SjKv707RP9P1tWAjYUiT, https://lh5.googleusercontent.com/p/AF1QipOAvyTuK8wKIUvFJ4GD9EHPlL-gUNMvyaanwmnA, https://lh5.googleusercontent.com/p/AF1QipNw_iKJY_spIzLUOeqqRLo9Xmyj-ZH2VqbxQr6-, https://lh5.googleusercontent.com/p/AF1QipOTOxM3z1qjPXXxtumNyWMosdsH0Be2Y7M978Ir, ",16.05279,108.24660
Dương Gia Hotel Đà Nẵng,"8 Phạm Thiều, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,6",325,Đà Nẵng,Khách sạn 3 sao,247.637 ₫,Không có giảm giá,"Wi-Fi miễn phí, Đỗ xe miễn phí, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Phù hợp với trẻ em, Bếp ở một số phòng, Xe đưa đón ra sân bay, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipMdMpsTDGuPhPsy15HMfSE2iiM_gFUjnCW2G0M0, https://lh5.googleusercontent.com/p/AF1QipOriKSiG1H4Cpsdlu-HjbloZd9vTMp9IOmfHZJm, https://lh5.googleusercontent.com/p/AF1QipOHAou316lHPixXzRq2bLq4lI865PfYIOo2ZtKy, https://lh5.googleusercontent.com/p/AF1QipNdGwjAbnxrimgEgnwJHr8Cf0XECsShotsLDOdk, ",16.07207,108.24135
Monarque Hotel,"238 Võ Nguyên Giáp, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,7",1.869,Đà Nẵng,Khách sạn 4 sao,895.090 ₫,Ít hơn 21% so với bình thường,"Wi-Fi miễn phí, Bữa sáng miễn phí, Bãi đỗ xe, Bể bơi ngoài trời, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Có đường ra bãi biển, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Quán bar, ","https://lh5.googleusercontent.com/p/AF1QipP699P-N_p-xhgbyNLNrHyXrZykpKWmLRaKR1Px, https://lh5.googleusercontent.com/p/AF1QipPdLFhH4SAKIlqhYmD0IMIpvf9rxO3FvFjsid0, https://lh5.googleusercontent.com/p/AF1QipNHfF0Wl_dw9U1K_0sCZYw9w9BX7gzcklHfOYpI, https://lh5.googleusercontent.com/p/AF1QipMDe5NR62Xfp47Kv2IuuursKHuAQEcWHcNrRPwx, ",16.06613,108.24515
Central Beach Hotel,"lo 35-36 Trần Bạch Đằng, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","3,7",76,Đà Nẵng,Khách sạn,303.539 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng có tính phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Trung tâm thương mại, Có đường ra bãi biển, Nhà hàng, Xe đưa đón ra sân bay, Sân gôn, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipPxiKoUHnc9VQLvLAGqU2ANbOgwBrPizi8OXy9n, https://lh5.googleusercontent.com/p/AF1QipO4bW95eKuMCpfaw6skdnAEBlr8TmbExeEcVb-w, https://lh5.googleusercontent.com/p/AF1QipPCI9GaszDqgBdLvnyScX41NenZkeYvRhKOobt8, https://lh5.googleusercontent.com/p/AF1QipPA8mrpPF4o94RIABPTcjg3DRbdowmwd_sJYojf, ",16.04878,108.24806
BlueSun Danang Beach Hotel,"230 Võ Nguyên Giáp, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Việt Nam","4,7",1.251,Đà Nẵng,Khách sạn 4 sao,711.413 ₫,Không có giảm giá,"Wi-Fi miễn phí, Bữa sáng miễn phí, Đỗ xe miễn phí, Phù hợp cho người khuyết tật, Bể bơi trong nhà, Có điều hòa nhiệt độ, Dịch vụ giặt ủi, Có đường ra bãi biển, Dịch vụ phòng, Phù hợp với trẻ em, Nhà hàng, Bếp ở một số phòng, Xe đưa đón ra sân bay, Bồn tắm nước nóng, Spa, Trung tâm thể dục, Quán bar, Không hút thuốc, ","https://lh5.googleusercontent.com/p/AF1QipMD27eTf2TKCuAox-v8QIf_yWw4zlw5EH8uTnbw, https://lh5.googleusercontent.com/p/AF1QipMLjdwq1n3ndltGQu2148iYqLAhVNQ15No6-I3p, https://lh5.googleusercontent.com/p/AF1QipNGsPJp8eS-ebHabhtTgE5O_9AcDsEOaercTmx8, https://lh5.googleusercontent.com/p/AF1QipPFQUvt79uIEXo-GW1S47Se9BMNTrpBoTIi3Qmi, ",16.06674,108.24495
